inchikey,std_smiles,pchembl_DprE1,pchembl_InhA,pchembl_KasA
VVOAJONYMVTWBI-MHZLTWQESA-N,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)NCCCCCCCC(=O)Nc4cc(-c5cccs5)ccc4N)C(=O)O)cc3)nc2c(=O)[nH]1,,,5.0
VVPDIYAALCJMRK-UHFFFAOYSA-N,Fc1cc(Br)cc2c1C1=NCCN1C(=S)S2,,,5.92
VVZXDYPDBYYVAY-UHFFFAOYSA-N,COc1ccc2cc(C(=O)NCCCCCCC(=O)NO)ccc2n1,,,7.1
VWPYPJQYNJIVCP-UHFFFAOYSA-N,COc1ccc(-c2cc(-c3ccoc3)c(C(=O)NCc3ccc(C(=O)NO)cc3)[nH]2)cc1,,,6.825
VWTWHLMXOAVDTP-UHFFFAOYSA-N,O=C(NO)c1ccc(C(c2ccccc2)c2ccccc2)cc1,,,5.62
VXJPAMNYESQOBQ-FCHUYYIVSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(Cl)nc(N)nc21)S(=O)(=O)c1ccc(N)cc1,,4.93,
VXUWFGXUVAYFMN-XZOQPEGZSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(O)nc(N)nc32)cc1,,7.1,
VXWRRICMEGNZFK-UHFFFAOYSA-N,CCOc1ccc(C(C)=O)cc1NC(=O)c1cc(C(=O)NO)ccc1C,,,7.16
VYBDPVQMILRSMK-GRXYLYAXSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1C[C@@H]2CCO[C@@H]2C1)S(=O)(=O)c1ccc(CO)cc1,,8.74,
VYFPACOFYPKCOH-UHFFFAOYSA-N,O=C(NO)c1ccc(CN(Cc2ccc(F)cc2)S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,,,6.43
VYJXOLAKCMAGBQ-UHFFFAOYSA-N,O=c1ccc2ccc(C(F)(F)F)cc2n1Cc1ccc(-c2noc(C(F)(F)F)n2)cn1,,,5.31
VYTJGUNWINJKES-DHZHZOJOSA-N,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)cn(S(=O)(=O)c3cccc(/C=C/C(=O)NO)c3)c2c1,,,4.79
VYTQZAGDUBREEP-QWOOXDRHSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C)cc(C(=O)N(C)Cc3nc(C)oc3C)c2)cc1,,9.68,
VYUFHPFAPNPOLI-UHFFFAOYSA-N,CC(C)c1ncc(C(=O)N(Cc2ccc(-c3noc(C(F)(F)F)n3)cn2)c2cccc(F)c2)cn1,,,5.75
VZFNCFZHLPULJV-KJGKKFHXSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,,6.82,
VZKRFCXDXQKYQL-UHFFFAOYSA-N,Cc1ccc(C(=O)NO)cc1NCc1ccc2ccccc2c1,,,6.92
VZNNJZGVQVNHCM-CDNLURBZSA-N,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)C,,9.7,
VZRVVYPEICPLKW-QGZVFWFLSA-N,N[C@H](Cc1ccccc1)C(=O)N1CCc2ccccc2C1,,,4.97
WAALCGPOMBSLPL-LSLOANPCSA-N,CCCCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,5.234999999999999,
WAEXFXRVDQXREF-UHFFFAOYSA-N,O=C(CCCCCCC(=O)Nc1ccccc1)NO,,,6.16
WAFVXFIYLRQEBZ-UHFFFAOYSA-N,Cc1cc(C)cc(C(=O)N(CC(=O)NCc2ccccc2)Cc2ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc2)c1,,,5.5
WAHWIGZCDNECSZ-UHFFFAOYSA-N,CN1CCN(c2ccc(-c3ccn4c(C(Cc5ccccc5)C(=O)NO)cnc4c3)cn2)CC1,,,6.43
WAJRLVVOBKIZMX-FPYGCLRLSA-N,O=C(/C=C/c1ccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1)NO,,,7.0
WAKGJPYDEKJAKC-PAUPOJMRSA-N,CC(C)C[C@H](NC(=O)CNC(=O)c1cccc(/C=C/C(=O)NO)c1)B1O[C@@H]2[C@@H]3C[C@H](C[C@]2(C)O1)C3(C)C,,,6.09
WAMMXIVJUNKTMX-UHFFFAOYSA-N,Cn1nccc1-c1cccc2c1cnn2C(Cc1ccccc1)C(=O)NO,,,6.9
WAOLACWRPYRLPY-GVXSCFBNSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,,6.54,
WARMWIVORGODLX-UHFFFAOYSA-N,COc1cc(OC)cc(C(=O)NOCCCCCC(=O)NO)c1,,,5.25
WAYASONETPMRAX-MYOWWLDYSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC(=O)N(c4cccc(OC)c4)[C@H]3C2)cc1,,7.03,
WBDOYDBYLRETDH-UHFFFAOYSA-N,O=C(CN1CCS(=O)(=O)CC1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1,,,5.31
WBEFUVAYFSOUEA-PQMHYQBVSA-N,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,,,5.78
WBUBPHGXSLWBGQ-AYRHNUGRSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(N)=O)[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,,7.24,
WBVDGYMKUBVIGV-SFHVURJKSA-N,CCC(=O)CCCCC[C@H](NC(=O)c1ccon1)c1[nH]c(-c2ccc(F)cc2)nc1C#N,,,4.79
WBVFFDSDELAGSY-UHFFFAOYSA-N,Cn1cc(CN2CC3(CCN(c4ncc(C(=O)NO)cn4)C3)C2)c2ccc(C#N)cc21,,,7.52
WBVHMTRTTGCZEH-ZKMPZPQNSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN([C@H]1CCOC1)S(C)(=O)=O)S(=O)(=O)c1ccc2c(c1)OCO2,,7.64,
WBWFGMCELMVENS-UHFFFAOYSA-N,CCOc1cc(C)nc(NC2CCc3ccc(C(=O)NO)cc3C2)n1,,,6.54
WCCIPIPPRWMNTJ-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(NC(=O)CCCCCCC(=O)NO)c3)CC1)C2,,,5.91
WCGUUGGRBIKTOS-GPOJBZKASA-N,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,,5.1,
WCHMIALONYFWSU-PEEMADJISA-N,CCCC[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](Cc1ccc(N)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](N)Cc1ccc2ccccc2c1)C(=O)O,,4.62,
WCQVFUXKLAALTE-UHFFFAOYSA-N,O=C(CCCCCCOc1cccc(-c2nc3ccccc3[nH]2)c1)NO,,,5.22
WCQVIXQZFPWXTN-UHFFFAOYSA-N,CC(=O)NC(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(C(F)(F)F)c1,,,5.35
WCSKDSQDPXOBSK-ZDUSSCGKSA-N,CN(C(=O)[C@@H]1COCC(=O)N1c1ccc(-c2noc(C(F)(F)F)n2)c(F)c1)C(C)(C)C,,,5.2
WCTLKUHJSQSAOJ-UHFFFAOYSA-N,O=C(CCCCCC1OCCCCCCOc2ccccc2NC1=O)NO,,,5.96
WCWZVEVUQRILIT-UHFFFAOYSA-N,N#Cc1ccc(-c2ccc(Cn3cccc(O)c3=S)cc2)cc1,,,5.68
WCZYLKXWWUKEBA-QUDUTUPQSA-N,C/C=C1\NC(=O)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSC(=O)CCCCCCC)OC(=O)[C@H](C(C)C)NC1=O,,,5.4
WDGZNKZPSTVRAE-IWJPBDGBSA-N,CC1(C)CC[C@]2(C(=O)NCCCC(=O)NCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,5.66,
WDMGWMXNDMKIHQ-UHFFFAOYSA-N,CS(=O)(=O)c1cc([N+](=O)[O-])c2sc(N3CCN(CC4CCCCC4)C4(CC4)C3)nc(=O)c2c1,5.41,,
WDMMTGGQLWCIDM-UHFFFAOYSA-N,O=C(CC1CNCCO1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1,,,5.6
WDNSEKWTFWAHQF-UHFFFAOYSA-N,Cc1ccc(NCc2ccc(-c3noc(C(F)(F)F)n3)c(F)c2)cn1,,,5.41
WDOXCSQPQWHXBM-DGXIYAMASA-N,Cc1nc(-c2cccc(/C=C/C(=O)NO)c2)n([C@@H]2CCCN(C)C2)c1-c1ccccc1,,,7.0
WDUYVYDMLQGDDV-IBGZPJMESA-N,CCCCCCNC(=O)[C@@H]1Cc2ccc(OCC(=O)NO)cc2CN1C(=O)OC(C)(C)C,,,5.36
WDZIUWZSKDWKAK-UHFFFAOYSA-N,O=C(NO)c1ccc(OC2CCN(c3ccccc3)C2=O)cc1,,,5.31
WEFWTSUXXXOIID-RQRZMCCBSA-N,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSCCS)OC1=O,,,5.02
WENVZQWSDCKTAH-JKFUCYDASA-N,COC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21,,10.15,
WEUKJQCIVIFTNN-MCEBTLFFSA-N,CC(C)C[C@H]1CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1,,,6.28
WEWDMCBZNJFRKL-UHFFFAOYSA-N,O=C1CCC(c2ccccc2)N1c1ccc(-c2noc(C(F)(F)F)n2)cc1F,,,5.85
WEZUWBUJRJCUNX-UHFFFAOYSA-N,O=C(NO)c1ccc(NC2CCN(c3ccc(Cl)cc3)C2)cc1,,,6.07
WFGDIAGRZUQYOJ-NXVVXOECSA-N,Cc1ccc(/N=C2/NC(=O)/C(=C3/C(=O)Nc4ccccc43)S2)c(C)c1,,4.41,
WFNAWUGSMGCUGF-UHFFFAOYSA-N,Cc1ccc(NC(=O)CCCCCCC(=O)NO)cc1,,,6.47
WFSUDKZKRHRXEW-XZOQPEGZSA-N,CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCCNC(=O)C(F)(F)F)S(=O)(=O)c1ccc2ncsc2c1,,7.71,
WFXPMTNHRFIZGP-XZOQPEGZSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(O)ncnc21)S(=O)(=O)c1ccc(N)cc1,,5.74,
WFZFBIHVPMBSOS-UHFFFAOYSA-N,O=C(NO)c1cccc(Oc2ccccc2)c1,,,5.18
WGGAJMWSMQBOPT-INIZCTEOSA-N,CCCCCCNC(=O)[C@@H]1Cc2ccc(OCC(=O)NO)cc2CN1,,,5.24
WGIZCCKWJUXCEF-MKYKQAKUSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccccc3C(F)(F)F)C(=O)O2)cc1,,10.07,
WGLAPUDCSHXKJZ-BLQQQYGCSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](NCc2ccc(NC(=O)CCCCCCC(=O)NO)cc2)[C@H](O)[C@H](C)O1,,,6.66
WGPAKSJITUSSEK-KYJUHHDHSA-N,O=[N+]([O-])c1ccc(S(=O)(=O)N(Cc2ccccc2)[C@H]2CNC[C@@H]2N(Cc2ccccc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,,5.76,
WGSFESORDBSYKY-UHFFFAOYSA-N,Cc1ccc(C(=O)c2ccc3c(ccn3Cc3ccc(C(=O)NO)cc3)c2)cc1,,,5.83
WGUDVGBIIATHCI-UHFFFAOYSA-N,C[n+]1cccc(Cl)c1,,,4.85
WGXZBDQOFJWVQG-UHFFFAOYSA-N,N/C(=N/O)c1cc(CN2C(=O)N(Cc3ccc(F)c(/C(N)=N\O)c3)C(Cc3ccc(F)c(F)c3)C(O)C2CCc2ccccc2)ccc1F,,10.22,
WGYCAHAFFWMLCV-WNPKSRSGSA-N,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)C(=O)N1COC2(CCCC2)[C@H]1C(=O)NCc1c(Cl)cccc1Cl,,9.96,
WGYGOCYUZALTBZ-UHFFFAOYSA-N,CCc1ccccc1SC1=C(O)CC(CSc2ccccc2)(c2ccccc2)OC1=O,,6.62,
WHDKOWNIOGJXHK-PTRAYGLTSA-N,C[C@@H]1[C@H]2[C@H]3CC[C@@H]4[C@@]5(C)C=C(O)C(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,,4.59,
WHOVTJMDYILSIW-UHFFFAOYSA-N,O=C(CCCCCCC(=O)Nc1cccc(-c2cnnn2-c2ccccc2)c1)NO,,,6.03
WHPUZVCVKWWYDW-UHFFFAOYSA-N,O=CN(O)CCCCCCCC(=O)Nc1cccc2ccccc12,,,6.19
WIBGNIZQIHHGDX-IJWZMBIRSA-N,O=C1CC/C=C/CCC(=O)N(Cc2cccc(/C=N/NC(=O)c3cccc(C(=O)NO)c3)c2)C[C@@H](c2ccccc2)O1,,,7.64
WIBGNIZQIHHGDX-WELKDMSESA-N,O=C1CC/C=C/CCC(=O)N(Cc2cccc(/C=N/NC(=O)c3cccc(C(=O)NO)c3)c2)C[C@H](c2ccccc2)O1,,,6.96
WIHCJOKVWRSJFY-PIZZNKLWSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccc(-c2ccncc2)cc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,,10.07,
WIIHTSGYTBNRBX-UHFFFAOYSA-N,O=C(CCCCCONC(=O)Nc1cnc2ccccc2c1)NO,,,4.95
WILGOSZVDSSRHF-UHFFFAOYSA-N,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)C23CC4CC(CC(C4)C2)C3)C1=O,5.9,,
WIMHKKJKCCKFNG-UHFFFAOYSA-N,Cc1nc(N(C)c2ccc(OCCCC(=O)NO)cc2)c2ccccc2n1,,,5.83
WIRCDBNMCGOLJD-UHFFFAOYSA-N,CC(C)NC(=O)OCc1ccc(-c2noc(C(F)(F)F)n2)cn1,,,5.75
WJOMMYWEPXHYNA-IBGZPJMESA-N,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CNc3ncc(C(=O)NO)cn3)c2c(=O)n1-c1ccccc1,,,6.5
WJOVSXDCDUIEBO-LOSJGSFVSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC2COCOC2)cc1,,10.39,
WJUZCSPLBDPMTN-UHFFFAOYSA-N,COc1cccc(-c2ccc3c(NC(=O)CCCCC(=O)NO)n[nH]c3c2)c1,,,7.39
WJZRBUGPROURNF-UHFFFAOYSA-N,O=C(NO)c1csc(-c2cnccn2)n1,,,4.21
WKEMFRZOERACDQ-UHFFFAOYSA-N,Cn1nc(C(Cc2ccccc2)C(=O)NO)c2ccc(-c3ccncc3)cc21,,,6.9
WKIYIQRNNAPZIQ-NCLPYWGKSA-N,CNC(=O)[C@@H](NC(=O)[C@@](O)(CCN(Cc1ccccn1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C,,8.96,
WKOYMTOKRMOPLE-SNAWJCMRSA-N,COc1cc(-c2ncc(/C=C/C(=O)NO)s2)cc(OC)c1OC,,,5.65
WKPDRDKNRMYFAG-UHFFFAOYSA-N,CN(c1ccc(OCC(=O)NO)cc1)c1ncnc2ccccc12,,,5.85
WKQPXLKFQLGQSM-NYYWCZLTSA-N,COc1ccc(-c2ccc(/C=C/C(=O)NO)cc2)cc1,,,7.16
WKRWYFJYXXBWLI-UHFFFAOYSA-N,Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc2ccccc2n1,,,7.52
WKWJMPGMWAQUAL-UHFFFAOYSA-N,CCCN1CC(=O)N2Cc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3)CC2C1=O,,,6.13
WKXRYMCWFRFGGI-YADHBBJMSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1[nH]c(-c2cccnc2OC)nc1C#N,,,4.42
WKYBEGDEGRCZNF-LBTYKNIQSA-N,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,,6.62,
WKYDWGAPOSGMLN-KRWDZBQOSA-N,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(NCCCC(=O)NO)c2c(=O)n1-c1ccccc1,,,5.75
WLAMPHYMLNFSLG-UHFFFAOYSA-N,O=C(NO)c1ccc(Cl)c(OCc2ccccc2Cl)c1,,,5.68
WLEAWQSMNDEEOC-UHFFFAOYSA-N,COc1ccc(NCc2ccc(-c3noc(C(F)(F)F)n3)cn2)cn1,,,5.47
WLLKRNCIQXOQHG-YXQOSMAKSA-N,O=C(O)CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1,,,6.12
WLRUIAIHXAKVSH-GQCTYLIASA-N,O=C(CCCCC/C=C/c1csc(Br)n1)NO,,,5.96
WLRUIAIHXAKVSH-XQRVVYSFSA-N,O=C(CCCCC/C=C\c1csc(Br)n1)NO,,,5.85
WLSFSMDYWCPRCG-WGHHUXKWSA-N,Cc1noc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)COC12CCCC2,,9.7,
WLSVOCQBROCUNL-UHFFFAOYSA-N,CC12CC3CC(C)(C1)CC(NCc1ccc(NC(=O)CCCCCCC(=O)NO)cc1)(C3)C2,,,6.2
WLURIJZBBHRHBR-QPJJXVBHSA-N,COc1ccc(-c2ncc(/C=C/C(=O)NO)s2)c(OC)c1OC,,,5.59
WLXGJQWKDBCQOO-UHFFFAOYSA-N,Cn1c(SCc2ccc(C(=O)Nc3ccccc3N)cc2)nnc1-c1ccncc1,,,5.11
WMBSHSFOIVAENE-LHGQMBKNSA-N,CC[C@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)Cc3ccc(-c4cn(CCCCC(=O)NO)nn4)cc3)[C@H](C)O2)[C@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@H](C)CN(C)[C@@H](C)[C@H](O)[C@@]1(C)O,,,6.15
WMKLMMCNMAJWKF-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1cc2ccc(-c3cncnc3)cc2n1,,,6.43
WMLBGOZEEOOAMF-UHFFFAOYSA-N,O=C(NO)c1ccc(Cl)c(NCc2ccccc2)c1,,,6.59
WMMBHKDJRGCVHO-UHFFFAOYSA-N,O=C(CCCCCCc1nc(-c2ccccc2Cl)no1)NO,,,5.44
WMPTZMARAYBKFT-UHFFFAOYSA-N,O=C(NO)c1cccc(S(=O)(=O)NCc2ccccc2)c1,,,7.1
WMWNLURBMXMZLD-UHFFFAOYSA-N,O=C(NO)c1ccc(Cn2c(=O)n(CCc3ccc(N4CCOCC4)cc3)c(=O)c3ccccc32)cc1,,,6.01
WNFNIUHJXXPTHH-UHFFFAOYSA-N,CC1(c2ccc(C#N)cc2)NC(=O)N(CC(=O)c2ccccc2)C1=O,5.9,,
WNFSFBAZUGMYBX-LHGWWSMPSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,,8.28,
WNIDBXBLQFPAJA-VOTSOKGWSA-N,CN(Cc1ccc(/C=C/C(=O)NO)cc1)CC12CC3CC(CC(C3)C1)C2,,,6.12
WNKJULKGXFIBJE-XRRFYDIFSA-N,CC(C)c1nc(CN(C)C(=O)N[C@@H](COCc2ccccc2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,4.93,
WNUTVVMCVVRFPF-UHFFFAOYSA-N,O=C(CCCCCCCN1C(=O)c2ccccc2C1=O)NO,,,7.15
WNUWGWPAVJFMDA-UHFFFAOYSA-N,FC(F)(F)c1nc(-c2ccc(CNc3cccc4[nH]ncc34)cc2)no1,,,5.6
WOGPSXAJPRAXBA-UHFFFAOYSA-N,COc1ccc(Nc2c(NCCCCCC(=O)NO)c(=O)c2=O)cc1,,,7.0
WOJHWCIDKUGMDY-CXNSMIOJSA-N,COc1ccc(NC(C)=O)cc1C(=O)NNC(=O)[C@@H](NC(=O)CCCOc1ccc2cc(N)c(OCCCC(=O)N[C@H](C(=O)NNC(=O)c3cc(NC(C)=O)ccc3OC)C(C)C)cc2c1)C(C)C,,6.4,
WOLPFDCMYOFWMX-UHFFFAOYSA-N,Oc1cccn(CCCCCCn2cc(-c3ccccc3)nn2)c1=S,,,5.17
WOPZHLIQUJZXKB-UHFFFAOYSA-N,O=C1NC(Cc2ccccc2)C(O)C(CCc2ccccc2)N1Cc1ccc2cn[nH]c2c1,,7.36,
WOTUHAJNRNHMHC-UHFFFAOYSA-N,CC1(C)c2ccccc2N(Cc2ccc(C(=O)NO)cc2)C1c1ccncc1,,,5.33
WOXWAGCBPDSRPN-SDNWHVSQSA-N,O=C(/C=C/c1ccc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)cc1)NO,,,6.14
WOZZEXLWFHDEHH-PKNBQFBNSA-N,COc1ccc(-c2cccc(-c3cc(OC)c(OC)c(OC)c3)n2)cc1/C=C/C(=O)NO,,,6.93
WPCOIJFRGWCUHJ-UHFFFAOYSA-N,O=C(NO)c1ccc(NCc2csc3ccc(Br)cc23)cc1,,,5.68
WPLPABVIKBKDDU-JWZKTCGFSA-N,COC(=O)N[C@H](C(=O)Nc1cncc(F)c1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)C(c1ccccc1)c1ccccc1,,8.46,
WPNBQZUEGUZARL-XMMPIXPASA-N,COc1cccc(CN2C(=O)CN(Cc3ccc(C(=O)NO)cc3)C(=O)[C@H]2Cc2ccccc2)c1,,,6.77
WPSMENHPOKWCBK-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1ncc2cc(-c3ccncc3)ccc21,,,6.9
WPUMMIJDKOEGAE-MNTLFOFUSA-N,O=C(/C=C/c1ccc(OC[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(Cl)cc2)cc1)NO,,,5.7
WPWNHDBESXXLLA-UHFFFAOYSA-N,Cc1nc2ccc(F)cc2n1Cc1ccc(-c2noc(C(F)(F)F)n2)cc1F,,,5.23
WPZLSDBYALXQAE-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1cc2c(Br)cccc2n1,,,6.43
WPZMXTRGJFWKNY-UHFFFAOYSA-N,CC(C)(C)c1cc(C(=O)N(CC2CC2)c2ccc(C(=O)NO)cc2)cc(C(C)(C)C)c1,,,6.65
WQOVLVOTSWKEEB-UHFFFAOYSA-N,O=C(CCCCCC(=O)NCCCN1c2ccccc2CCc2ccc(Cl)cc21)NO,,,6.46
WQPXLQDAUCXQII-UHFFFAOYSA-N,O=C(CCCCCOP(O)(O)=S)Nc1ccccc1,,,4.31
WQTPGRVDJMZMSU-NHKHRBQYSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(F)(F)F)c2)C(=O)O1)S(=O)(=O)c1ccc(CO)cc1,,9.71,
WQUHETNOAMEEKO-IGXJBCQUSA-N,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,5.77,
WQUMCIJBZDIUPT-FQEVSTJZSA-N,O=C(NO)[C@H](Cc1ccccc1)n1nnc(-c2ccccc2)c1C#CC1CC1,,,9.1
WQUMCIJBZDIUPT-HXUWFJFHSA-N,O=C(NO)[C@@H](Cc1ccccc1)n1nnc(-c2ccccc2)c1C#CC1CC1,,,9.1
WQYKEWQJDXFTEP-PIZZNKLWSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc2c(c1)OCO2,,7.57,
WRBMOCXGXBIFTC-DKUDOZJNSA-N,Cc1nc(-c2cccc(/C=C/C(=O)NO)c2)n([C@@H]2CCCN(C(C)C)C2)c1-c1ccccc1,,,7.4
WRBPXWSNRUYQKM-HEVIKAOCSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)c2c(C)cccc2C)cc1,,5.06,
WRBPXWSNRUYQKM-SZAHLOSFSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)c2c(C)cccc2C)cc1,,7.82,
WRMLHFIPUNMIQC-UHFFFAOYSA-N,CCCCNNC(=O)c1ccc(-c2ccccc2)cc1,,,5.61
WRSZUFDFPAVOIV-UHFFFAOYSA-N,O=C(NO)c1ccc(Cn2c(=O)[nH]c(=O)c3ccc(F)cc32)cc1,,,6.81
WRVFMUGRICSOIV-UHFFFAOYSA-N,O=C(CCCCCCCC(=O)c1ccc(-c2ccccc2)cc1)NO,,,8.3
WRXOMXUHPLUFRY-UYUXZHGPSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1C[C@@H]2[C@H](O)CO[C@@H]2C1)S(=O)(=O)c1ccc(N)cc1,,10.1,
