smiles,pred_InhA,pred_KasA,pred_DprE1,MTRS
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@]1(C)CC[C@H]2C3=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)C1)S(=O)(=O)c1ccc(N)cc1,6.319904,5.4794793,5.7785835,5.839051
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@]1(C)CC[C@@H]2C3=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)C1)S(=O)(=O)c1ccc(N)cc1,6.319795,5.4794974,5.778558,5.839018
COc1cc(NC(=O)NOCCCCCC(=O)NO)c2nccc(C)c2c1,5.6163125,6.4702296,5.509605,5.83535
O=C(CCCCCCn1cc(-c2ncnc3[nH]ccc23)cn1)NO,5.1295114,6.3404074,6.1844144,5.8324265
S=C1Sc2cc(Cl)ccc2C2=NCCCN12,6.043758,6.231695,5.285019,5.823614
S=C1Sc2cccc(I)c2C2=NCCN12,6.0836196,6.2321353,5.253593,5.8232026
Fc1cccc2c1SC(=S)N1CCCN=C21,6.001749,6.219553,5.2947755,5.8109493
O=C(/C=C/c1ccc2c(c1)nc(C1CCCCC1)n2CCCO)NO,5.7034383,6.267043,5.5129113,5.810687
O=C(NO)c1cccc(-c2nc(CSc3ccccc3)no2)c1,5.058638,6.269361,6.271912,5.80688
C#CCN(C)CCCOc1cccc(NC(=O)CCCCCCC(=O)NO)c1Cl,5.516809,6.328165,5.63752,5.806405
CCCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,6.257134,5.2920384,5.9536147,5.8055615
Oc1cccn(CCCCCCn2cc(-c3ccccc3)nn2)c1=S,5.093545,6.215504,6.2553678,5.801837
CC(C)CCc1c(OCCCCCCC(=O)NO)ccc2ccc(=O)oc12,5.0503993,6.1870084,6.345406,5.800156
Cc1cn([C@H]2C[C@H](n3cc(CNCc4cc5ccccc5oc4=O)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,5.1712146,6.211408,6.136869,5.799098
CN(Cc1nc2c(N3CCOCC3)nc(-c3ccncc3)nc2n1C)c1ncc(C(=O)NO)cn1,5.035772,5.847121,6.75749,5.796121
C#Cc1nc(/C=C\CCCCCC(=O)NO)cs1,5.6608605,6.257318,5.517094,5.7946463
Cc1ccc2c(c1)C1=NCCN1C(=S)S2,6.030497,6.1984067,5.2303767,5.7876353
Cc1ccc2c(c1)SC(=S)N1CCN=C21,6.030007,6.198088,5.2299385,5.7872133
Cn1c([C@@H]2CCC(=O)N2c2ccc(-c3noc(C(F)(F)F)n3)cc2F)nc2ccccc21,4.995128,5.9614196,6.608747,5.7775087
FC(F)(F)c1nc(-c2ccc(CNCC3CN(Cc4ccccc4)CCO3)nc2)no1,5.065741,6.2708097,6.152554,5.7758102
CC12CC3CC(C)(C1)CC(NCc1cccc(NC(=O)CCCCCCC(=O)NO)c1)(C3)C2,5.593489,5.9762225,5.7551374,5.7707086
CCCCCCCCCCCCCCCCNNC(=O)c1cccs1,5.5523286,6.0947094,5.6884837,5.7695065
O=C(O)CCCC#CC#C/C=C/CCCC/C=C/C#CBr,5.4569077,6.1006308,5.78189,5.7678413
Cc1ccc(C(=O)NOCCCCCC(=O)NO)cc1C,5.7274346,6.2123303,5.416427,5.767102
O=C(NO)[C@H](Cc1ccccc1)n1nnc(-c2ccccc2)c1C#CC1CC1,5.7157383,6.3353143,5.336291,5.767046
CN(Cc1nnc(-c2ccccc2)o1)c1nc(=O)c2cc(S(C)(=O)=O)cc([N+](=O)[O-])c2s1,4.77569,5.801703,7.1942334,5.7608414
CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1[nH]c(-c2ccccc2)nc1C(N)=O,5.759913,6.172518,5.35481,5.743054
CS(=O)(=O)N1CC(C(=O)N(Cc2ccc(-c3noc(C(F)(F)F)n3)cn2)c2cccc(F)c2)C1,5.0038276,5.970163,6.431434,5.73797
O=C1NCCc2ccccc2C1NCc1ccc(-c2noc(C(F)(F)F)n2)cn1,4.9280934,6.1021447,6.4077525,5.7377176
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@H](/C(F)=C/CCS)OC1=O,6.034678,5.943196,5.2934217,5.7374287
COc1cccc2cc(CNCc3cn([C@H]4C[C@H](n5cc(C)c(=O)[nH]c5=O)O[C@@H]4CO)nn3)c(=O)oc12,5.0639534,5.9856553,6.2881274,5.729892
CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.742197,5.9182897,5.538199,5.728676
CCC(=O)CCCCC[C@H](NC(=O)[C@@H]1CC12CCOCC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.507545,6.366414,5.394472,5.724991
O=C(NC(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(C(F)(F)F)c1)C1CCOCC1,4.947843,5.99185,6.439112,5.721887
O=c1ccc2ccccc2n1Cc1ccc(-c2noc(C(F)(F)F)n2)cc1,4.7931695,5.8081737,6.9344277,5.7141833
Cc1nc2cc(F)ccc2n1Cc1ccc(-c2noc(C(F)(F)F)n2)cc1F,4.7342935,5.7717414,7.1031165,5.7113924
O=C1COC[C@@H](c2ccccc2)N1c1ccc(-c2noc(C(F)(F)F)n2)nc1,4.8721313,6.055404,6.4431443,5.707823
C[C@@H](N)C(=O)NCc1nnc(-c2ccc([N+](=O)[O-])cc2)o1,4.818815,6.0739408,6.496881,5.7025805
CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1[nH]c(-c2ccc(F)cc2)nc1C#N,5.683864,6.0880876,5.3791575,5.7023973
O=C(Nc1ccccc1)c1ccccc1NCc1ccc(-c2noc(C(F)(F)F)n2)cn1,4.75929,5.8078904,6.942503,5.69979
CC(C(=O)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1)c1ncccn1,4.6060977,5.7914414,7.319721,5.6992035
CC(=O)CCCCC[C@H](NC(=O)C1CCCCN1C)C(=O)Nc1nc(-c2ccccc2)cs1,5.773846,6.1210604,5.255881,5.6944556
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(CCOc5ccc(C(=O)NO)cc5)c4)nc3c2)c1,4.9046636,5.8313255,6.5950527,5.6925564
O=C(CCc1ccccc1)NO,5.8562164,6.1265845,5.1766696,5.6909127
CC(C)[C@H](N)C(=O)N[C@]1(Cc2ccccc2)CC[N+]2(CCC[C@H]2C(=O)NC(=O)[C@@H](NC(C)(C)C)C(C)C)C1[O-],5.969213,5.8205404,5.3165693,5.688036
CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)N[C@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@H](C(C)C)C(=O)NCC(=O)O1,6.0898943,5.6078186,5.3997645,5.684809
CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C(C)C)CC2)c1ncc(-c2cc3ccc(C)nc3cc2OC)[nH]1,5.650386,6.160011,5.306005,5.6841636
O=C(C1CCS(=O)(=O)C1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(F)c1,4.8055873,5.8989506,6.6109614,5.6724
O=C1NCCCCC1NCc1ccc(-c2noc(C(F)(F)F)n2)cn1,4.8115773,6.064506,6.390058,5.6687303
CCc1nnc([C@@H]2CCC(=O)N2c2cc(F)c(-c3noc(C(F)(F)F)n3)cc2F)o1,4.2194695,5.989864,7.9772596,5.6678457
CCCCCC[C@H](CCCCCC(=O)Nc1ccccc1)C(=O)NO,5.542772,6.1922803,5.3268495,5.664281
COc1cccc(NCc2ccc(-c3noc(C(F)(F)F)n3)cc2)c1,4.791179,5.9363503,6.5343027,5.6581454
CC(=O)NC(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(C(F)(F)F)c1,4.772968,5.8377337,6.6848917,5.6560698
C[n+]1ccsc1Br,5.826916,6.1092615,5.1217284,5.6545115
CCC(=O)CCCCC[C@H](NC(=O)[C@@H]1CC12CN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.760622,6.218141,5.0978518,5.654262
CC(C)C(=O)NC(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(C(F)(F)F)c1,4.7849145,5.849372,6.6351542,5.6533256
O=C1CCc2cccc(C(F)(F)F)c2N1Cc1ccc(-c2noc(C(F)(F)F)n2)cn1,4.6267424,5.751781,7.071571,5.6454086
CC(C)NC(=O)c1ccccc1NCc1ccc(-c2noc(C(F)(F)F)n2)cn1,4.709474,5.901637,6.660706,5.6399803
O=C(CCCCC[C@H](NC(=O)C1CCCNC1=O)C(=O)Nc1ccccc1)NO,5.899105,6.029182,5.0706143,5.6328297
O=C(NO)N1CCN(C(=S)N/N=C/c2ccccc2O)CC1,5.7453804,6.149163,5.0849586,5.6249814
CN1C(=O)CNC(=O)/C1=C/c1ccc(OCC(=O)NO)cc1,5.4979415,6.261131,5.206555,5.621479
CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1[nH]c(-c2ccc(F)cc2)nc1C#N,5.6523647,6.0489674,5.2206216,5.620265
CC(=O)CCCCC[C@H](NC1CCCCN1C)C(=O)Nc1nc(-c2ccccc2)cs1,5.6557746,6.109729,5.165963,5.6173615
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)c1cn(CCCC(=O)NO)nn1,5.234734,6.4166474,5.305116,5.6035633
NC(=O)c1cccc(NCc2ccc(-c3noc(C(F)(F)F)n3)cn2)c1,4.5873,5.801511,6.877628,5.599511
COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ncnc(NCCCCCCC(=O)NO)c12,4.6497645,5.8817806,6.631683,5.598347
CC12CC3CC(C)(C1)CC(NC(=O)CCCCCCCCC(=O)NO)(C3)C2,5.3063703,6.15433,5.379249,5.5882626
CCOC(=O)N1CCN(c2ccc(-c3noc(C(F)(F)F)n3)cn2)C(c2ccccc2)C1,4.636033,5.881694,6.6149955,5.5877113
COC[C@@H]1CCCC1c1ccc(C(=O)NO)cc1,6.013275,5.990743,4.9060173,5.586028
CNC(=O)CCCCCCCn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,4.521726,5.794561,6.969948,5.584479
COc1ccc(-c2cc(OCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cn1,4.548042,5.8151426,6.8734965,5.5832024
O=C(NC(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(C(F)(F)F)c1)c1ncccn1,4.4353437,5.7645216,7.2027926,5.578576
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@](C)(CC(=O)O)[C@H](C(C)(C)C(=O)O)CC[C@]43C)[C@H]2C1,5.2934346,5.736483,5.724644,5.5770435
O=C(c1cncnc1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1,4.358196,5.7462916,7.4179735,5.5732484
Fc1cc(COc2ccc3ncnn3c2)ccc1-c1noc(C(F)(F)F)n1,4.134863,5.8666673,7.843776,5.5577154
O=C(CCCCCCc1nc(-c2ccc([N+](=O)[O-])cc2)no1)C(F)(F)F,4.4908185,5.7648425,6.9604645,5.5575066
CC(C)(C(=O)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(F)c1)n1cccn1,4.2969556,5.7749915,7.389646,5.5431576
COc1ccc(-c2noc(CCCCCCC(=O)C(F)(F)F)n2)cc1,4.547546,5.8340497,6.642582,5.5365853
Cc1noc([C@@H]2CCC(=O)N2c2ccc(-c3noc(C(F)(F)F)n3)c(F)c2)n1,4.1457376,5.8341584,7.6875467,5.527952
Cc1noc([C@H]2CCCCN2c2cc(F)c(-c3noc(C(F)(F)F)n3)cc2F)n1,4.1349325,5.831729,7.7107015,5.524785
CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2C(=O)C[C@@H]2[C@@]4(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]4CC[C@]23C)O1,5.3847623,5.7746778,5.417844,5.5202427
FC(F)(F)c1nc(-c2ccnc(OCCc3cccc4cn[nH]c34)c2)no1,4.1346087,5.822432,7.688868,5.518068
Cc1cccc(CCNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1,5.750519,5.980196,4.9309793,5.515564
NCCCC(=O)N1CC2(C[C@H]1C(=O)NCCCCCC(=O)NO)SCCS2,5.3594856,6.118522,5.156635,5.515232
O=C(CCCCNCc1ccccc1)NO,5.5459228,6.040049,5.0459895,5.514185
Cn1ncc(NCc2ccc(-c3noc(C(F)(F)F)n3)cn2)n1,4.26351,5.793693,7.3010707,5.513528
N#Cc1ccc2c(=O)nc(N3CCN(CC4CCCCC4)CC3)sc2n1,5.4126945,6.124005,5.0989485,5.5130687
NCCCC[C@H](N)C(=O)N1CC2(C[C@H]1C(=O)NCCCCCC(=O)NO)SCCS2,5.5258985,6.0251493,5.0672984,5.51186
CCC(=O)CCCCC[C@H](NC(=O)C1CCC2(CC1)CN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.441631,6.1856017,5.0232778,5.5095673
FC(F)(F)c1nc(-c2ccc(CNc3cc[nH]n3)nc2)no1,4.3676276,5.7791104,7.008154,5.5077686
O=C(NO)c1ccc(-c2cn(CC34CC5CC(CC(C5)C3)C4)nn2)s1,5.6954284,6.0553236,4.8966804,5.5051594
COc1ccc(OCc2ccc(-c3noc(C(F)(F)F)n3)c(F)c2)nc1,4.2345877,5.7034316,7.368626,5.4825163
CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]4CC[C@]23C)O1,5.435438,5.763655,5.265517,5.4805164
Cc1ccncc1COc1ccc(-c2noc(C(F)(F)F)n2)cn1,4.117051,5.7756257,7.605244,5.4792323
FC(F)(F)c1nc(-c2ccc(COc3ccc4ccccc4n3)nc2)no1,4.229782,5.7306147,7.3051033,5.476344
CCC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCC12CCN(CC)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.4537416,6.125768,4.9278884,5.459192
CCCC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CCC,5.490819,5.781551,5.1428113,5.4591875
CNC(=O)OCc1ccc(-c2noc(C(F)(F)F)n2)cn1,4.370542,5.720118,6.8465676,5.4576735
FC(F)(F)c1nc(-c2ccc(CNc3cnccn3)nc2)no1,4.1729264,5.7420063,7.3075585,5.448208
O=C(NO)c1ccc2c(c1)CC(Nc1ncccn1)CC2,5.4114413,6.1347904,4.92481,5.44611
O=C1CC[C@H](C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2)N1,5.7090425,5.9365478,4.8192677,5.4435673
CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)C[C@](O)(C(=O)O)C(C)(C)[C@@H]4C(=O)C[C@]23C)O1,5.3467965,5.765678,5.2289367,5.4376245
FC(F)(F)c1nc(-c2ccc(CNc3ccc4nccn4c3)nc2)no1,4.230494,5.7083406,7.119476,5.4345756
COC(=O)[C@@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(C)C,5.6625023,5.5735197,5.085193,5.428198
O=C1CN[C@H](Cc2ccccc2)C(=O)N1,5.6869,5.9448757,4.792962,5.4279575
O=C(/C=C/c1ccc(CNCC2CCCCC2)c(F)c1)NO,5.5643506,5.963512,4.858293,5.422645
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2ccnc(c2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,5.656034,5.8585544,4.855295,5.4205084
O=C(CCCCc1ccn(-c2ccccc2)n1)NO,5.2686877,6.264068,4.8832464,5.412983
O=C(/C=C/c1cccc(CNC23CC4CC(CC(C4)C2)C3)c1)NO,5.7459435,5.9045525,4.7137504,5.4001317
CC12CC3CC(C)(C1)CC(NS(=O)(=O)c1ccc(/C=C/C(=O)NO)cc1)(C3)C2,5.5161066,5.9110937,4.8001103,5.3687506
COC(=O)[C@@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(C)C,5.514165,5.679219,4.954553,5.3641715
O=C(CCN1CCN(C(=O)Nc2ccnc3ccccc23)CC1)NO,5.444059,5.993711,4.740878,5.343218
NCC(=O)N1CC2(C[C@H]1C(=O)NCCCCCC(=O)NO)SCCS2,5.2527595,5.9957204,4.833813,5.3187923
O=C(CCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2)NO,5.4590054,5.6836023,4.555287,5.18445
O=C(NO)C(Cc1ccccc1)n1cc2c(n1)CCCC2,5.3100314,5.798716,4.54486,5.165258
O=C(NO)c1ccc(C2CCCC2)cc1,5.285998,5.6315417,4.383036,5.042842
CN1CCN(c2ccc(C(=O)NNCC3CC3)cc2)CC1,5.2372785,5.6553454,4.3218217,5.0071216
CN1CCN(C(=O)[C@H](N)Cc2ccccc2)CC1,5.051298,5.5646024,4.214976,4.878639
CCCCNNC(=O)c1ccc(N2CCN(C)CC2)cc1,4.8836513,5.6437526,4.257405,4.863523
CCCNNC(=O)c1ccc(N2CCN(C)CC2)cc1,4.8511195,5.5430903,4.1534715,4.782361
C[n+]1cccnc1I,4.4982386,5.542852,4.1208005,4.64833
C#Cc1cnc[n+](C)c1,4.3368297,5.487069,4.0181627,4.533778
